"","emp_length","state","homeownership","delinq_2y","months_since_last_delinq","earliest_credit_line","inquiries_last_12m","total_credit_lines","open_credit_lines","total_credit_limit","total_credit_utilized","num_collections_last_12m","num_historical_failed_to_pay","months_since_90d_late","current_accounts_delinq","total_collection_amount_ever","current_installment_accounts","accounts_opened_24m","months_since_last_credit_inquiry","num_satisfactory_accounts","num_active_debit_accounts","total_debit_limit","num_total_cc_accounts","num_open_cc_accounts","num_cc_carrying_balance","num_mort_accounts","account_never_delinq_percent","tax_liens","public_record_bankrupt","loan_purpose","application_type","loan_amount","term","interest_rate","installment","grade","sub_grade","issue_month","loan_status","initial_listing_status","disbursement_method","balance","income_final","verification_final","debt_to_income_final"
"97",10,"CO","RENT",0,0,2003,0,9,3,49529,7020,0,0,0,0,0,1,0,0,3,1,27200,5,2,1,0,100,0,0,"debt_consolidation","individual",16500,36,5.32,496.9,"A","A1",Feb 2018,"Current","whole","Cash",14793.69,126000,"Source Verified",3.82
"98",10,"MA","MORTGAGE",0,0,2010,2,18,13,277964,47779,0,1,0,0,0,3,9,7,13,6,39100,10,9,7,1,100,0,1,"debt_consolidation","individual",19200,36,5.32,578.21,"A","A1",Feb 2018,"Current","whole","DirectPay",17214.48,95000,"Not Verified",15.48
"99",10,"NJ","MORTGAGE",0,0,2009,2,19,11,285387,22788,0,0,0,0,0,2,3,1,11,6,32500,11,8,6,2,100,0,0,"major_purchase","individual",7050,36,9.93,227.26,"B","B2",Jan 2018,"Current","whole","Cash",6191.3,80000,"Source Verified",14.16
"100",10,"MN","MORTGAGE",0,59,1994,2,31,11,44927,29553,0,1,59,0,0,1,3,0,10,7,14700,17,10,7,2,96,0,1,"credit_card","joint",15000,60,20,397.41,"D","D4",Feb 2018,"Current","whole","Cash",14395.45,98000,"Verified",19.87
"101",10,"NY","OWN",0,50,1990,0,11,7,65475,60327,0,0,0,0,0,1,2,17,7,3,20800,9,6,5,1,81.8,0,0,"debt_consolidation","joint",11200,36,15.05,388.53,"C","C4",Feb 2018,"Current","whole","Cash",10188.92,169000,"Not Verified",16.56
"102",5,"IL","RENT",0,0,2012,13,11,11,242220,30552,0,0,0,0,0,2,7,4,11,6,15600,8,8,7,1,100,0,0,"debt_consolidation","individual",8000,36,7.96,250.55,"A","A5",Mar 2018,"Current","whole","Cash",7403.61,60000,"Source Verified",16.72
"103",0,"TX","MORTGAGE",1,5,2005,2,41,15,343573,39168,0,0,5,0,0,4,8,11,15,4,20000,26,10,5,2,95.1,0,0,"debt_consolidation","individual",20000,60,26.77,607.97,"E","E5",Mar 2018,"Current","whole","Cash",19503.68,101000,"Source Verified",18.5
"104",4,"TN","MORTGAGE",0,0,2002,6,29,21,795794,78028,0,1,0,0,0,9,7,0,21,4,16600,13,10,7,3,100,0,1,"home_improvement","individual",10800,60,9.44,226.51,"B","B1",Jan 2018,"Current","whole","Cash",10081.03,113000,"Not Verified",15.28
"105",10,"NH","MORTGAGE",0,58,1998,9,41,11,141543,42210,0,0,58,0,15599,2,3,2,11,1,3000,27,8,4,3,87.8,0,0,"debt_consolidation","individual",7200,36,13.59,244.65,"C","C2",Feb 2018,"Current","whole","Cash",6536.39,61000,"Not Verified",19.05
"106",1,"SC","RENT",0,0,2011,0,11,10,28300,13329,0,0,0,0,0,1,0,19,10,5,7900,10,9,8,0,100,0,0,"debt_consolidation","individual",12000,36,15.04,416.22,"C","C4",Mar 2018,"Current","fractional","Cash",11192.5,28000,"Source Verified",26.96
"107",2,"NY","MORTGAGE",0,0,2004,2,27,17,213035,79897,0,0,0,0,0,2,7,5,17,4,46900,19,14,7,3,100,0,0,"credit_card","individual",20000,36,5.31,602.21,"A","A1",Mar 2018,"Current","whole","DirectPay",18452.04,75000,"Not Verified",21.63
"108",2,"FL","MORTGAGE",0,0,2011,8,16,9,56476,40706,0,0,0,0,167,3,7,3,9,2,9500,8,6,5,0,100,0,0,"home_improvement","individual",7200,36,14.08,246.36,"C","C3",Feb 2018,"Fully Paid","whole","Cash",0,44000,"Verified",24.77
"109",2,"TX","RENT",0,0,2011,2,15,5,36564,20307,0,0,0,0,110,2,2,10,5,1,600,2,2,2,0,100,0,0,"small_business","individual",6000,36,13.59,203.88,"C","C2",Jan 2018,"Current","fractional","Cash",5304.78,60000,"Source Verified",18.36
"110",10,"TX","RENT",0,0,2004,0,22,8,24823,11443,0,0,0,0,0,3,5,17,8,3,8300,7,5,3,0,100,0,0,"debt_consolidation","individual",5000,36,7.97,156.62,"A","A5",Feb 2018,"Current","whole","Cash",4501.41,47000,"Not Verified",18.92
"111",2,"FL","RENT",0,0,2014,2,15,9,101890,43411,0,0,0,0,0,3,7,4,9,1,36600,7,6,3,0,100,0,0,"debt_consolidation","individual",16000,60,9.93,339.41,"B","B2",Jan 2018,"Current","whole","Cash",14947.68,58000,"Source Verified",14.66
"112",10,"AL","MORTGAGE",0,62,1996,0,30,14,245213,27408,0,0,62,0,0,5,3,17,14,3,22300,14,7,6,4,93.3,0,0,"debt_consolidation","individual",15600,36,6.08,475.15,"A","A2",Jan 2018,"Current","whole","Cash",13599.28,55000,"Source Verified",29.58
"113",9,"WY","RENT",0,0,2000,0,16,8,58700,38487,0,0,0,0,0,0,1,0,8,6,48400,15,7,6,0,100,0,0,"debt_consolidation","individual",10000,60,21.85,275.34,"D","D5",Feb 2018,"Current","whole","Cash",9715.1,31812,"Not Verified",37.83
"114",5,"CA","RENT",1,14,1999,2,18,9,66559,47029,0,0,58,0,826,1,8,6,9,1,2100,13,7,6,0,83.3,0,0,"moving","individual",10000,36,10.42,324.65,"B","B3",Feb 2018,"Current","whole","Cash",9036.27,95000,"Source Verified",13.49
"115",0,"PA","MORTGAGE",7,15,2000,0,14,12,86480,66933,0,0,0,0,0,9,0,0,12,3,34900,4,3,3,0,50,0,0,"debt_consolidation","individual",30000,36,17.47,1076.62,"D","D1",Mar 2018,"Current","whole","Cash",28052.31,65000,"Source Verified",29.36
"116",4,"CA","RENT",0,75,2000,0,12,9,27800,5459,0,0,0,0,0,0,3,19,9,5,20200,10,8,6,0,100,0,0,"debt_consolidation","individual",30000,36,10.9,980.75,"B","B4",Mar 2018,"Current","whole","Cash",28577.07,250000,"Source Verified",1.12
"117",10,"CO","MORTGAGE",0,0,2000,0,25,12,206967,57403,0,0,0,0,0,7,4,0,12,3,26400,9,4,3,5,100,0,0,"credit_card","individual",16000,36,6.08,487.34,"A","A2",Jan 2018,"Current","whole","Cash",13947.94,55200,"Not Verified",18.67
"118",10,"NY","RENT",1,22,1999,1,23,9,55732,29882,0,0,22,0,0,2,5,6,9,1,11500,15,7,2,0,95.7,0,0,"credit_card","individual",20000,36,12.61,670.13,"C","C1",Mar 2018,"Current","whole","Cash",18605.56,42000,"Not Verified",25.23
"119",5,"MO","MORTGAGE",0,47,1990,2,20,7,130301,9913,0,0,47,0,0,1,5,5,7,3,14300,8,4,4,2,85,0,0,"debt_consolidation","joint",6275,36,23.87,245.76,"E","E2",Feb 2018,"Current","fractional","Cash",5776.61,66292,"Verified",38.41
"120",4,"FL","OWN",0,0,2010,2,55,23,350266,76834,1,0,0,0,193,3,10,9,23,5,30600,22,19,6,2,100,0,0,"credit_card","individual",15000,36,18.06,542.74,"D","D2",Feb 2018,"Current","whole","Cash",13703.13,60000,"Verified",26.88
"121",10,"MO","MORTGAGE",0,0,1999,0,34,10,179741,165182,0,0,0,0,0,2,8,14,10,3,28500,20,8,6,6,100,0,0,"debt_consolidation","individual",16000,60,13.59,368.9,"C","C2",Jan 2018,"Current","whole","Cash",15040,120000,"Source Verified",21.45
"122",4,"CA","MORTGAGE",0,78,2002,3,22,11,33048,20366,0,1,0,0,0,2,9,8,11,2,2300,14,9,8,0,100,0,1,"debt_consolidation","individual",10000,36,16.02,351.67,"C","C5",Feb 2018,"In Grace Period","whole","Cash",9336.71,63000,"Source Verified",15.3
"123",10,"NY","MORTGAGE",0,0,2005,2,33,12,294645,96202,0,0,0,0,0,6,11,6,12,1,24500,13,4,2,2,100,0,0,"major_purchase","individual",25000,36,9.93,805.86,"B","B2",Feb 2018,"Current","whole","Cash",22574.16,155000,"Verified",16.13
"124",1,"MA","RENT",0,0,2014,2,6,4,15800,2523,0,0,0,0,0,0,4,7,4,2,13800,6,4,3,0,100,0,0,"car","individual",12000,36,9.92,386.76,"B","B2",Mar 2018,"Current","whole","Cash",11130.17,40000,"Source Verified",2.91
"125",3,"TN","RENT",0,0,2010,1,7,6,41886,27474,0,0,0,0,0,3,1,5,6,2,5800,3,3,3,0,100,0,0,"credit_card","individual",6000,36,7.35,186.23,"A","A4",Jan 2018,"Current","whole","Cash",5243.39,42500,"Not Verified",18.55
"126",10,"NJ","OWN",0,38,1998,2,20,8,441037,53298,0,0,38,0,0,2,6,3,8,3,38500,12,4,3,3,72.2,0,0,"debt_consolidation","individual",12000,36,10.91,392.36,"B","B4",Feb 2018,"Current","whole","Cash",10851.41,230000,"Source Verified",9.19
"127",4,"LA","MORTGAGE",0,0,2008,1,24,18,293947,164954,0,0,0,0,0,15,4,8,18,2,12300,2,2,2,1,100,0,0,"house","individual",10000,60,13.59,230.57,"C","C2",Feb 2018,"Current","whole","Cash",9522.69,75000,"Source Verified",8.46
"128",0,"OH","MORTGAGE",0,0,2000,0,7,6,15100,5929,0,1,0,0,0,0,3,15,6,3,11000,7,6,4,0,100,0,1,"debt_consolidation","joint",20000,36,14.07,684.24,"C","C3",Mar 2018,"Current","whole","Cash",18634.9,90000,"Source Verified",23.11
"129",1,"MA","RENT",3,19,2006,6,15,6,50939,19887,0,0,23,0,0,2,1,4,6,3,12700,8,4,3,2,90.9,0,0,"credit_card","individual",8500,36,7.34,263.78,"A","A4",Mar 2018,"Current","whole","DirectPay",7860.74,110000,"Not Verified",11.62
"130",10,"WV","OWN",0,0,2003,1,32,17,764559,110739,0,0,0,0,0,4,7,4,17,6,45200,12,11,8,4,100,0,0,"home_improvement","individual",36000,60,15.05,857.39,"C","C4",Feb 2018,"Current","whole","Cash",34345.64,172000,"Verified",24.31
"131",10,"GA","RENT",0,38,2003,0,29,11,206996,61746,0,0,47,0,0,3,4,23,11,4,11000,10,5,4,3,72.4,0,0,"debt_consolidation","joint",40000,36,6.72,1229.97,"A","A3",Feb 2018,"Current","whole","Cash",35942.19,155000,"Source Verified",14.98
"132",4,"CA","MORTGAGE",0,0,1989,1,16,9,428429,69424,0,0,0,0,0,4,7,2,9,3,37800,5,4,3,3,100,0,0,"debt_consolidation","individual",9000,36,16.01,316.46,"C","C5",Mar 2018,"Current","whole","Cash",8402.95,85000,"Source Verified",22.73
"133",10,"PA","RENT",0,35,1996,0,21,10,50600,11048,0,0,0,0,0,0,2,0,10,5,46500,18,10,7,0,95.2,0,0,"debt_consolidation","individual",7200,36,7.34,223.44,"A","A4",Mar 2018,"Current","whole","Cash",6840.1,42000,"Not Verified",9.91
"134",3,"WI","RENT",0,0,2004,4,11,5,46680,44111,0,1,0,0,0,2,4,5,5,1,4500,7,3,2,0,100,0,1,"debt_consolidation","individual",6100,36,23.88,238.94,"E","E2",Feb 2018,"Current","fractional","Cash",5615.58,36000,"Not Verified",29.47
"135",2,"TX","OWN",0,0,2002,1,17,12,96126,62706,0,0,0,0,0,8,2,1,12,1,22000,5,4,1,0,100,0,0,"other","joint",2250,36,15.05,78.06,"C","C4",Jan 2018,"Current","whole","Cash",1927.12,78000,"Not Verified",34.6
"136",10,"IN","OWN",0,0,2005,0,12,7,19900,4154,0,0,0,0,0,0,2,16,7,1,12600,12,7,2,0,100,0,0,"debt_consolidation","individual",10000,36,6.72,307.5,"A","A3",Feb 2018,"Current","whole","Cash",8985.52,37000,"Not Verified",4.25
"137",1,"CA","OWN",0,0,2014,3,11,8,56393,20877,0,0,0,0,0,1,9,5,8,6,42200,8,6,6,0,100,0,0,"debt_consolidation","individual",25000,36,21.45,947.67,"D","D5",Feb 2018,"Current","fractional","Cash",22942.47,45000,"Source Verified",16.97
"138",10,"OH","MORTGAGE",0,0,2000,1,26,13,38688,17445,0,1,0,0,148,2,10,5,13,2,11800,18,11,8,1,100,0,1,"debt_consolidation","individual",16000,60,25.82,477.35,"E","E4",Feb 2018,"Fully Paid","whole","Cash",0,40000,"Verified",19.44
"139",2,"CA","RENT",1,10,2005,2,27,9,56000,34611,0,0,49,0,0,0,0,1,9,4,51200,23,9,5,0,85.2,0,0,"credit_card","individual",32000,60,14.08,745.92,"C","C3",Jan 2018,"Current","whole","Cash",29785.98,182000,"Not Verified",6.06
"140",3,"CA","RENT",0,0,1994,1,12,8,52441,38608,0,1,0,0,0,2,7,6,8,4,20300,8,6,4,1,100,0,1,"credit_card","individual",12000,36,15.05,416.28,"C","C4",Feb 2018,"Fully Paid","whole","Cash",0,51000,"Verified",17.25
"141",10,"MI","RENT",0,0,1997,0,38,19,85062,27762,0,0,0,0,0,1,5,14,19,4,31900,30,17,14,0,100,0,0,"debt_consolidation","individual",10000,36,9.44,320.05,"B","B1",Jan 2018,"Current","whole","Cash",9023.01,45000,"Not Verified",23.33
"142",2,"NY","MORTGAGE",0,53,2007,2,18,9,40580,30433,0,0,53,0,0,3,4,7,9,3,3700,8,6,5,0,58.8,0,0,"debt_consolidation","individual",2200,36,17.09,78.54,"D","D1",Feb 2018,"Current","fractional","Cash",2007.09,31200,"Verified",33.19
"143",1,"IL","RENT",0,0,2006,1,13,9,33085,21669,0,0,0,0,0,5,3,6,9,3,6300,5,4,4,0,100,0,0,"credit_card","individual",4800,36,16.01,168.78,"C","C5",Mar 2018,"Current","fractional","Cash",4481.56,27278,"Not Verified",19.93
"144",10,"GA","MORTGAGE",0,0,2001,2,32,23,88855,28400,0,1,0,0,0,1,4,4,23,1,15400,24,22,2,2,100,0,1,"home_improvement","individual",35000,60,10.9,759.25,"B","B4",Mar 2018,"Current","whole","Cash",33663.94,75000,"Source Verified",15.31
"145",5,"KS","RENT",0,49,1991,2,19,9,96081,49906,0,0,49,0,0,3,2,7,9,3,26000,11,6,6,0,89.5,0,0,"credit_card","individual",35000,36,12.62,1172.9,"C","C1",Jan 2018,"Current","whole","Cash",30890.38,1e+05,"Not Verified",22.88
"146",1,"NY","OWN",0,0,2004,2,5,3,18785,15755,0,0,0,0,0,1,1,9,3,2,6000,2,2,2,0,100,0,0,"other","individual",10000,60,21.45,273.08,"D","D5",Feb 2018,"Current","whole","Cash",9612.44,42000,"Verified",14.4
"147",10,"NY","MORTGAGE",0,0,2006,3,6,4,246436,13900,0,0,0,0,0,1,3,5,4,1,4300,3,2,1,1,100,0,0,"major_purchase","joint",2400,36,10.41,77.91,"B","B3",Mar 2018,"Current","whole","Cash",2227.24,121000,"Not Verified",9.63
"148",2,"OH","RENT",0,24,2001,0,20,10,114770,52475,0,0,24,0,0,3,4,14,10,4,46100,8,7,5,3,95,0,0,"credit_card","individual",19600,36,5.32,590.25,"A","A1",Jan 2018,"Current","whole","Cash",17060.8,89000,"Not Verified",18.65
"149",3,"MA","MORTGAGE",0,39,2005,2,20,11,288973,46068,0,1,39,0,0,3,7,7,11,1,17300,10,7,2,2,95,0,1,"debt_consolidation","individual",26000,60,21.85,715.88,"D","D5",Mar 2018,"Current","whole","Cash",25259.29,50000,"Verified",27.08
"150",6,"MD","MORTGAGE",0,0,2005,3,22,12,53203,27819,0,1,0,0,0,2,3,2,12,8,27300,13,10,10,1,100,0,1,"home_improvement","individual",12000,60,18.06,305.12,"D","D2",Jan 2018,"Current","whole","Cash",11358.38,99000,"Not Verified",11.73
"151",0,"AR","RENT",0,0,2003,2,62,22,381481,93341,0,0,0,0,0,3,6,5,22,1,39900,28,18,3,3,100,0,0,"medical","individual",13000,36,5.32,391.5,"A","A1",Feb 2018,"Current","whole","Cash",11655.63,150000,"Source Verified",7.82
"152",3,"NY","RENT",0,24,2009,3,35,22,97124,68759,0,0,0,0,0,13,5,1,22,2,25700,12,9,4,0,97.1,0,0,"house","individual",11750,60,17.09,292.59,"D","D1",Feb 2018,"Current","whole","Cash",11238.19,57000,"Source Verified",18.88
"153",10,"NY","MORTGAGE",0,0,2000,1,28,13,415771,57617,0,0,0,0,0,4,2,1,13,4,20700,18,8,6,2,100,0,0,"debt_consolidation","individual",30000,60,9.93,636.38,"B","B2",Mar 2018,"Current","whole","Cash",28825.95,99000,"Source Verified",20.78
"154",6,"MS","RENT",0,0,1998,1,12,6,63963,39654,0,0,0,0,0,3,2,11,6,1,15300,3,3,1,0,100,0,0,"credit_card","individual",7000,36,6.08,213.21,"A","A2",Feb 2018,"Current","whole","DirectPay",6283.6,44000,"Source Verified",19.42
"155",2,"AZ","RENT",2,18,2007,10,15,9,43354,34997,0,0,0,0,609,1,4,3,9,4,6200,8,8,5,0,86.7,0,0,"debt_consolidation","joint",20000,60,17.09,498.02,"D","D1",Feb 2018,"Current","whole","Cash",19128.86,167250,"Not Verified",14.92
"156",4,"VA","RENT",0,62,2008,2,11,6,25854,11195,0,0,0,0,0,2,6,5,6,1,13000,8,3,1,0,81.8,0,0,"other","individual",35000,36,16.01,1230.67,"C","C5",Mar 2018,"Current","whole","Cash",32678.16,97000,"Not Verified",0.33
"157",10,"IL","MORTGAGE",0,0,1989,0,8,3,22300,10709,0,1,0,0,0,0,0,19,3,3,22300,4,3,3,0,100,0,1,"credit_card","individual",10000,60,13.59,230.57,"C","C2",Feb 2018,"Current","whole","Cash",9522.69,30000,"Not Verified",8.56
"158",10,"TN","OWN",0,0,2002,2,13,5,55089,29320,0,0,0,0,0,1,3,1,5,2,29300,7,4,4,1,100,0,0,"other","individual",20000,36,9.92,644.6,"B","B2",Mar 2018,"Current","whole","Cash",18550.28,50000,"Source Verified",14.16
"159",5,"CA","MORTGAGE",0,26,1986,2,32,12,527790,88149,0,0,26,0,0,9,2,4,12,0,0,7,2,0,1,64.5,0,0,"small_business","individual",40000,60,15.04,952.44,"C","C4",Mar 2018,"Current","whole","Cash",38629.65,115000,"Source Verified",12.89
"160",2,"IL","MORTGAGE",0,45,2003,3,29,11,322553,20241,0,0,45,0,0,1,9,4,11,3,25100,17,9,5,7,92.9,0,0,"credit_card","individual",12000,36,6.71,368.94,"A","A3",Mar 2018,"Current","whole","DirectPay",11089.41,80000,"Not Verified",9.92
"161",0,"OR","RENT",0,0,2014,0,4,4,13800,13570,0,0,0,0,0,1,1,0,4,2,800,3,3,3,0,100,0,0,"debt_consolidation","joint",16000,36,17.47,574.2,"D","D1",Mar 2018,"Current","whole","Cash",14961.22,56000,"Source Verified",31.97
"162",7,"FL","MORTGAGE",0,77,2004,2,23,13,94036,44347,0,1,0,0,0,3,4,11,13,3,17400,16,10,5,0,95.7,0,1,"debt_consolidation","individual",10000,36,11.99,332.1,"B","B5",Jan 2018,"Current","whole","Cash",8815.65,60000,"Source Verified",27.06
"163",0,"CA","RENT",4,12,2008,1,21,13,31300,15584,0,0,66,0,0,3,1,8,13,5,16100,15,10,6,0,68.4,0,0,"credit_card","individual",10000,36,13.59,339.79,"C","C2",Feb 2018,"Current","whole","Cash",9078.33,50000,"Source Verified",13.3
"164",9,"IN","MORTGAGE",0,0,2002,9,44,23,307277,105205,0,0,0,0,0,6,8,1,23,5,60500,24,16,7,1,100,0,0,"debt_consolidation","individual",15000,36,7.35,465.57,"A","A4",Jan 2018,"Current","whole","Cash",12832.7,91000,"Not Verified",24.99
"165",10,"MN","MORTGAGE",0,32,2006,4,17,7,253569,42,0,0,42,0,200,0,6,2,7,3,35100,8,6,3,1,70.6,0,0,"major_purchase","individual",24000,60,10.42,514.91,"B","B3",Jan 2018,"Current","whole","Cash",22440.6,75000,"Source Verified",0.54
"166",10,"CA","MORTGAGE",0,25,2003,0,14,7,604303,78003,0,0,51,0,0,3,1,14,7,2,25500,6,3,2,2,84.6,0,0,"debt_consolidation","individual",40000,36,7.97,1252.91,"A","A5",Feb 2018,"Current","whole","Cash",36011.51,182000,"Source Verified",16.72
"167",9,"TX","MORTGAGE",0,29,1998,1,28,13,168410,25122,0,0,0,0,0,0,1,6,13,4,59500,21,12,5,3,92.6,0,0,"debt_consolidation","individual",25000,60,9.92,530.2,"B","B2",Mar 2018,"Current","whole","Cash",24350.26,65000,"Not Verified",10.62
"168",4,"NC","MORTGAGE",0,0,1998,0,15,13,249000,145985,0,0,0,0,0,3,3,0,13,4,50400,11,10,7,1,100,0,0,"debt_consolidation","joint",32175,36,12.61,1078.07,"C","C1",Mar 2018,"Current","whole","Cash",29931.7,168300,"Verified",37.73
"169",4,"MS","MORTGAGE",0,0,1997,1,36,16,296303,95665,0,0,0,0,0,4,9,12,16,5,34600,15,11,7,1,100,0,0,"debt_consolidation","individual",25000,60,9.93,530.32,"B","B2",Jan 2018,"Current","whole","Cash",23355.79,170000,"Not Verified",14.23
"170",2,"NY","RENT",0,0,2004,1,17,8,216901,32432,0,0,0,0,0,2,0,0,8,3,16500,6,5,4,3,100,0,0,"debt_consolidation","individual",24000,60,14.07,559.31,"C","C3",Mar 2018,"Current","whole","Cash",23156.46,70000,"Not Verified",21.79
"171",5,"TX","OWN",0,32,1994,0,12,5,13217,9799,0,0,32,0,0,1,4,17,5,2,6000,5,4,4,0,75,0,0,"credit_card","individual",15000,60,14.08,349.65,"C","C3",Feb 2018,"Current","whole","Cash",14293.08,60000,"Source Verified",5.96
"172",1,"NY","MORTGAGE",0,45,1996,2,39,12,220075,98692,0,0,0,0,0,3,6,7,12,1,36000,13,8,1,3,92.1,0,0,"other","individual",36000,60,12.62,812.13,"C","C1",Jan 2018,"Current","whole","Cash",33786.28,1e+05,"Source Verified",22.49
"173",10,"OR","RENT",0,0,2013,3,38,31,205036,37791,0,0,0,0,0,1,18,4,31,29,180850,36,30,13,0,100,0,0,"debt_consolidation","individual",20000,60,16.02,486.58,"C","C5",Jan 2018,"Current","whole","Cash",18872.39,68000,"Source Verified",17.28
"174",10,"TX","MORTGAGE",0,0,2000,7,26,15,287820,72529,0,0,0,0,15231,3,7,0,15,4,26800,14,11,6,3,92.3,0,0,"debt_consolidation","joint",30000,60,14.07,699.14,"C","C3",Feb 2018,"Current","whole","Cash",28945.56,156000,"Not Verified",19.34
"175",0,"NY","MORTGAGE",0,0,2007,2,21,7,123232,57581,0,0,0,0,0,2,4,6,7,2,3000,14,4,4,2,100,0,0,"debt_consolidation","individual",11000,36,18.06,398.01,"D","D2",Feb 2018,"Current","fractional","Cash",1660.07,42500,"Source Verified",24.57
"176",2,"CA","RENT",0,75,2007,1,19,9,73249,34442,0,0,0,0,0,1,5,11,9,3,26200,11,7,4,0,94.7,0,0,"credit_card","individual",15000,60,14.08,349.65,"C","C3",Jan 2018,"Current","whole","Cash",14111.13,52000,"Not Verified",21.3
"177",2,"GA","RENT",0,70,1999,0,39,14,98559,90416,0,0,70,0,336,7,1,17,14,5,22200,9,7,5,1,100,0,0,"credit_card","individual",13500,60,16.02,328.44,"C","C5",Feb 2018,"Current","whole","Cash",12895.16,68250,"Source Verified",8.63
"178",3,"AL","MORTGAGE",0,0,2014,0,8,6,122838,16537,0,0,0,0,0,1,3,0,6,1,7000,4,4,1,3,100,0,0,"debt_consolidation","individual",10000,60,11.99,222.4,"B","B5",Jan 2018,"Current","whole","Cash",9375.22,55000,"Source Verified",8.66
"179",10,"FL","OWN",0,0,1995,0,28,20,117100,53291,0,0,0,0,0,1,4,0,20,9,70400,24,19,10,1,100,0,0,"credit_card","individual",25000,36,6.72,768.74,"A","A3",Feb 2018,"Fully Paid","whole","Cash",0,85000,"Not Verified",26.49
"180",10,"MI","MORTGAGE",0,0,2002,9,8,7,125809,90942,0,1,0,0,0,4,3,7,7,2,7100,4,3,2,0,100,0,1,"debt_consolidation","individual",25000,60,19.03,648.93,"D","D3",Jan 2018,"Fully Paid","whole","Cash",0,318000,"Source Verified",8.37
"181",7,"CO","OWN",0,0,2008,0,9,7,77389,46601,0,0,0,0,138,1,3,0,7,2,37800,7,6,2,0,100,0,0,"debt_consolidation","individual",28000,36,6.71,860.86,"A","A3",Mar 2018,"Current","whole","Cash",25875.28,95000,"Source Verified",11.33
"182",2,"SC","RENT",0,0,2005,0,19,10,71270,39261,0,0,0,0,0,6,2,0,10,3,24400,5,4,3,0,100,0,0,"credit_card","individual",10000,36,6.07,304.54,"A","A2",Mar 2018,"Current","fractional","Cash",9234.27,71000,"Not Verified",15.48
"183",3,"NC","MORTGAGE",0,55,2006,0,20,9,191066,47940,0,0,55,0,0,4,8,14,9,2,12000,8,4,2,1,85,0,0,"other","individual",10000,36,7.35,310.38,"A","A4",Jan 2018,"Current","whole","Cash",8488.64,41200,"Source Verified",16.95
"184",10,"NC","RENT",0,0,1992,1,32,18,71174,37694,0,1,0,0,0,2,8,5,18,6,19100,30,16,11,0,100,0,1,"debt_consolidation","individual",10000,36,13.59,339.79,"C","C2",Feb 2018,"Current","fractional","Cash",9078.33,44088,"Not Verified",27.93
"185",0,"WA","RENT",0,0,2000,1,23,7,28874,2114,0,0,0,0,316,1,3,10,7,2,18900,13,6,2,0,100,0,0,"debt_consolidation","individual",2500,36,13.59,84.95,"C","C2",Jan 2018,"Current","whole","Cash",2210.33,15000,"Source Verified",5.87
"186",0,"LA","OWN",0,0,1995,0,20,5,390874,37792,0,0,0,0,0,1,1,0,5,3,27500,6,3,3,2,100,0,0,"other","individual",6500,36,5.31,195.72,"A","A1",Mar 2018,"Current","whole","Cash",5996.91,95000,"Not Verified",12.42
"187",9,"NE","RENT",0,58,1998,2,41,11,39353,24021,0,0,58,0,0,1,4,5,11,1,3000,31,10,4,1,100,0,0,"debt_consolidation","individual",10000,36,7.97,313.23,"A","A5",Jan 2018,"Fully Paid","whole","Cash",0,88000,"Source Verified",13.04
"188",10,"CO","MORTGAGE",0,0,2003,3,29,17,459836,117216,0,1,0,0,0,8,10,1,17,2,18800,13,8,4,4,100,0,1,"debt_consolidation","joint",14500,36,7.35,450.05,"A","A4",Jan 2018,"Current","whole","Cash",12671.55,125000,"Source Verified",23.92
"189",6,"CA","RENT",0,0,1997,2,11,9,27100,14056,0,3,0,0,0,2,4,6,9,3,7600,7,6,3,0,100,2,1,"house","individual",40000,36,11.99,1328.39,"B","B5",Jan 2018,"Current","whole","Cash",35262.66,80000,"Verified",11.88
"190",5,"FL","RENT",0,34,2007,3,20,14,72097,33160,0,0,34,0,0,2,9,4,14,7,29500,15,12,8,0,95,0,0,"other","individual",16000,36,16.02,562.68,"C","C5",Feb 2018,"Current","whole","Cash",14575.47,45000,"Not Verified",25.41
"191",10,"CA","RENT",0,0,2000,0,13,5,55420,38733,0,1,0,0,0,2,1,0,5,2,14100,6,3,3,0,100,0,1,"debt_consolidation","joint",14000,36,9.93,451.29,"B","B2",Jan 2018,"Current","whole","Cash",12610.69,160000,"Source Verified",8.95
"192",1,"FL","RENT",0,63,2008,5,23,16,95775,48638,0,0,0,0,0,4,11,1,16,6,26500,14,12,8,0,95.7,0,0,"debt_consolidation","individual",10000,36,19.42,368.69,"D","D3",Feb 2018,"Fully Paid","fractional","Cash",0,69000,"Not Verified",27.74
"193",10,"KY","MORTGAGE",0,0,1998,0,33,16,185161,86272,0,0,0,0,0,3,6,16,16,9,44700,20,11,10,2,100,0,0,"debt_consolidation","individual",2400,36,7.96,75.17,"A","A5",Mar 2018,"Current","whole","Cash",2221.07,35000,"Not Verified",23.01
"194",3,"CA","MORTGAGE",0,81,1983,0,13,4,406749,12329,0,0,0,0,0,0,0,23,4,1,17000,9,3,1,2,92.3,0,0,"debt_consolidation","joint",17000,36,13.59,577.65,"C","C2",Jan 2018,"Current","fractional","Cash",15030.26,104000,"Not Verified",25.38
"195",8,"AR","OWN",0,0,2010,7,18,10,168002,136103,0,2,0,0,0,3,5,2,10,2,8000,8,7,6,0,100,1,1,"credit_card","joint",24000,36,12.61,804.16,"C","C1",Mar 2018,"Current","fractional","Cash",22326.66,180000,"Verified",24.07
